,property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
2709,flat,ss the leaf,sector 85,2.0,8306.0,3.0,4.0,3,6.0,Relatively New,2300.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0,"28.4042° N, 76.9513° E",28.4042,76.9513
2710,flat,paras dews,sector 106,1.15,6534.0,3.0,4.0,3+,12.0,Relatively New,1186.0,1.0,1.0,0.0,0.0,0.0,1.0,174.0,"28.5007° N, 77.0003° E",28.5007,77.0003
2711,house,international city by sobha phase 1,sector 109,5.7,10556.0,4.0,5.0,3+,3.0,Relatively New,5400.0,1.0,1.0,1.0,1.0,0.0,0.0,160.0,"28.5073° N, 77.0089° E",28.5073,77.0089
2712,flat,godrej frontier,sector 80,1.6,6999.0,3.0,3.0,3,5.0,Moderately Old,2047.06,0.0,1.0,0.0,0.0,0.0,0.0,53.0,"28.3659° N, 76.9557° E",28.3659,76.9557
2713,flat,supertech araville,sector 79,1.45,7455.0,3.0,3.0,3,3.0,Relatively New,2161.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.3624° N, 76.9787° E",28.3624,76.9787
2714,house,unitech aspen greens,sector 50,6.95,32176.0,3.0,3.0,1,2.0,Moderately Old,2160.0,0.0,1.0,0.0,0.0,0.0,0.0,160.0,"28.4178° N, 77.0628° E",28.4178,77.0628
2715,flat,la vida by tata housing,sector 113,1.55,11654.0,2.0,2.0,3,2.0,New Property,1276.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,"28.5287° N, 77.0233° E",28.5287,77.0233
2716,house,independent,sector 2,6.0,24691.0,5.0,6.0,3+,3.0,Old Property,2430.0,1.0,0.0,0.0,1.0,1.0,1.0,43.0,"28.5095° N, 77.0320° E",28.5095,77.032
2717,house,dlf city plots,sector 26,12.5,38580.0,4.0,5.0,2,2.0,Moderately Old,3240.0,1.0,1.0,0.0,0.0,0.0,1.0,121.0,"28.4757° N, 77.1032° E",28.4757,77.1032
2718,flat,pareena laxmi apartments,sector 99,0.3,5425.0,2.0,1.0,2,5.0,New Property,1022.67,0.0,0.0,0.0,0.0,0.0,0.0,66.0,"28.4640° N, 76.9614° E",28.464,76.9614
2719,flat,ireo the corridors,sector 67a,1.3,10031.0,2.0,2.0,2,1.0,New Property,1296.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,"28.3960° N, 77.0372° E",28.396,77.0372
2720,flat,signature global park 4,sector 36,0.82,7586.0,3.0,2.0,3,2.0,New Property,1201.11,0.0,0.0,0.0,0.0,0.0,0.0,24.0,"28.4160° N, 76.9914° E",28.416,76.9914
2721,flat,sare crescent parc,sector 92,0.9,4278.0,4.0,5.0,3+,14.0,Relatively New,1692.31,0.0,1.0,0.0,0.0,1.0,0.0,62.0,"28.4079° N, 76.9153° E",28.4079,76.9153
2722,house,independent,sector 50,10.45,38704.0,4.0,5.0,2,3.0,Moderately Old,4000.0,1.0,1.0,0.0,1.0,0.0,1.0,142.0,"28.4178° N, 77.0628° E",28.4178,77.0628
2723,flat,tata gurgaon gateway,sector 113,6.0,9139.0,5.0,6.0,3+,24.0,Moderately Old,7294.44,0.0,0.0,0.0,0.0,0.0,0.0,117.0,"28.5287° N, 77.0233° E",28.5287,77.0233
2724,flat,dlf new town heights,sector 90,1.9,5684.0,4.0,4.0,3+,7.0,Relatively New,2467.87,0.0,1.0,0.0,1.0,0.0,0.0,88.0,"28.4085° N, 76.9369° E",28.4085,76.9369
2725,flat,railway officers rpf society,sector 9,1.25,6921.0,4.0,3.0,3,1.0,Old Property,2006.67,0.0,1.0,0.0,0.0,0.0,0.0,40.0,"28.4603° N, 77.0000° E",28.4603,77.0
2726,house,independent,sector 9,1.25,8735.0,3.0,6.0,3+,3.0,Old Property,1431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4603° N, 77.0000° E",28.4603,77.0
2727,flat,krisumi waterfall residences,sector 36,2.3,15551.0,2.0,2.0,2,23.0,New Property,1479.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,"28.4160° N, 76.9914° E",28.416,76.9914
2728,flat,godrej nature plus serenity,sector 33,1.39,11583.0,3.0,2.0,3+,23.0,Under Construction,1333.33,0.0,0.0,0.0,0.0,0.0,0.0,105.0,"28.4420° N, 77.0207° E",28.442,77.0207
2729,flat,dlf the icon,sector 43,6.0,26087.0,4.0,4.0,3+,18.0,Old Property,2555.56,0.0,1.0,0.0,0.0,0.0,1.0,150.0,"28.4629° N, 77.0772° E",28.4629,77.0772
2730,flat,corona optus,sector 37,1.44,7236.0,3.0,3.0,3+,2.0,Relatively New,3578.68,1.0,1.0,0.0,0.0,1.0,0.0,49.0,"28.4375° N, 76.9999° E",28.4375,76.9999
2731,flat,ss the leaf,sector 85,1.75,7267.0,3.0,4.0,3,8.0,Relatively New,2179.19,0.0,1.0,0.0,0.0,0.0,0.0,49.0,"28.4042° N, 76.9513° E",28.4042,76.9513
2732,flat,signature global synera,sector 81,0.48,8027.0,2.0,2.0,1,14.0,Relatively New,1094.51,0.0,0.0,0.0,0.0,0.0,1.0,14.0,"28.3867° N, 76.9485° E",28.3867,76.9485
2733,house,independent,sector 25,13.0,45710.0,6.0,8.0,3+,2.0,Relatively New,2844.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,"28.4844° N, 77.0860° E",28.4844,77.086
2734,flat,godrej,sector 79,1.28,8505.0,3.0,3.0,3,7.0,Relatively New,1361.99,0.0,0.0,0.0,0.0,0.0,0.0,158.0,"28.3624° N, 76.9787° E",28.3624,76.9787
2735,flat,ild greens,sector 37,0.95,9223.0,2.0,2.0,3+,11.0,Relatively New,2357.11,0.0,0.0,1.0,1.0,0.0,1.0,119.0,"28.4375° N, 76.9999° E",28.4375,76.9999
2736,house,independent,sector 82,7.5,23148.0,5.0,5.0,3+,2.0,Relatively New,3240.0,0.0,1.0,0.0,1.0,0.0,1.0,135.0,"28.3935° N, 76.9600° E",28.3935,76.96
2737,house,independent,sector 39,1.6,17937.0,1.0,1.0,2,2.0,Old Property,892.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,"28.4434° N, 77.0515° E",28.4434,77.0515
2738,flat,bestech park view spa next,sector 67,2.7,11489.0,4.0,4.0,3+,9.0,Moderately Old,2126.7,0.0,1.0,0.0,1.0,0.0,1.0,149.0,"28.3859° N, 77.0608° E",28.3859,77.0608
2739,flat,sare crescent parc royal greens phase 1,sector 92,1.0,3713.0,4.0,4.0,3,15.0,New Property,1828.05,0.0,0.0,0.0,0.0,0.0,0.0,31.0,"28.4079° N, 76.9153° E",28.4079,76.9153
2740,flat,vatika gurgaon,sector 83,1.42,8875.0,4.0,4.0,3,7.0,Relatively New,2000.0,1.0,1.0,0.0,0.0,0.0,0.0,103.0,"28.3986° N, 76.9647° E",28.3986,76.9647
2741,flat,milan cghs 9,sector 39,2.0,8333.0,3.0,3.0,3+,0.0,Old Property,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4434° N, 77.0515° E",28.4434,77.0515
2742,flat,conscient heritage max,sector 102,2.5,11633.0,3.0,4.0,3+,25.0,New Property,1944.8,1.0,1.0,0.0,0.0,0.0,1.0,56.0,"28.4750° N, 76.9715° E",28.475,76.9715
2743,flat,signature global solera,sector 107,0.28,5680.0,2.0,2.0,2,11.0,Relatively New,543.33,0.0,0.0,0.0,0.0,0.0,0.0,29.0,"28.5052° N, 76.9729° E",28.5052,76.9729
2744,flat,tulip violet,sector 69,1.76,8756.0,4.0,4.0,2,6.0,Relatively New,1819.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,"28.3966° N, 77.0341° E",28.3966,77.0341
2745,flat,emaar palm gardens,sector 83,1.8,9474.0,3.0,3.0,3+,9.0,Relatively New,1719.46,0.0,0.0,0.0,0.0,0.0,0.0,55.0,"28.3986° N, 76.9647° E",28.3986,76.9647
2746,flat,emaar mgf emerald floors premier,sector 65,2.65,16061.0,3.0,3.0,3,5.0,Relatively New,1650.0,1.0,1.0,0.0,0.0,0.0,0.0,37.0,"28.4030° N, 77.0690° E",28.403,77.069
2747,flat,umang monsoon breeze,sector 78,0.69,5391.0,2.0,2.0,2,11.0,Moderately Old,1422.22,0.0,0.0,0.0,0.0,0.0,0.0,60.0,"28.3733° N, 76.9729° E",28.3733,76.9729
2748,flat,ats triumph,sector 104,2.5,7937.0,4.0,4.0,3+,14.0,New Property,2850.68,0.0,1.0,0.0,0.0,0.0,0.0,21.0,"28.4788° N, 76.9960° E",28.4788,76.996
2749,flat,m3m capital,sector 113,2.0,12012.0,3.0,3.0,2,24.0,Under Construction,1506.79,0.0,0.0,0.0,0.0,0.0,0.0,47.0,"28.5287° N, 77.0233° E",28.5287,77.0233
2750,flat,ramprastha primera,sector 37d,1.1,6111.0,3.0,3.0,3,6.0,Relatively New,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,"28.4478° N, 76.9703° E",28.4478,76.9703
2751,flat,m3m soulitude,sector 89,1.42,9979.0,3.0,3.0,2,3.0,New Property,1581.11,0.0,0.0,0.0,0.0,0.0,0.0,15.0,"28.4253° N, 76.9439° E",28.4253,76.9439
2752,flat,godrej,sector 79,1.41,8998.0,2.0,2.0,3,3.0,New Property,1746.67,1.0,0.0,0.0,0.0,0.0,0.0,104.0,"28.3624° N, 76.9787° E",28.3624,76.9787
2753,flat,smart world gems,sector 89,1.16,10498.0,3.0,2.0,3,1.0,New Property,998.19,1.0,0.0,0.0,0.0,0.0,0.0,49.0,"28.4253° N, 76.9439° E",28.4253,76.9439
2754,flat,shapoorji pallonji joyville gurugram,sector 102,1.9,10259.0,3.0,3.0,3+,15.0,New Property,1700.0,0.0,0.0,0.0,1.0,0.0,0.0,174.0,"28.4750° N, 76.9715° E",28.475,76.9715
2755,house,independent,sector 45,10.0,30864.0,6.0,6.0,3+,4.0,Moderately Old,3240.0,1.0,1.0,1.0,1.0,0.0,1.0,70.0,"28.4466° N, 77.0660° E",28.4466,77.066
2756,flat,indiabulls centrum park,sector 103,1.2,8433.0,2.0,2.0,3,3.0,Moderately Old,1287.78,0.0,0.0,0.0,0.0,0.0,0.0,26.0,"28.4949° N, 76.9845° E",28.4949,76.9845
2757,house,unitech uniworld resorts,sector 33,9.55,19293.0,6.0,7.0,3+,2.0,Relatively New,4950.0,1.0,1.0,1.0,1.0,0.0,1.0,126.0,"28.4420° N, 77.0207° E",28.442,77.0207
2758,flat,pyramid urban homes 2,sector 86,0.43,8583.0,2.0,2.0,1,6.0,New Property,556.67,1.0,0.0,0.0,0.0,0.0,0.0,92.0,"28.3986° N, 76.9384° E",28.3986,76.9384
2759,flat,bptp terra,sector 37d,1.75,7987.0,4.0,4.0,3,7.0,Relatively New,2100.0,0.0,0.0,0.0,0.0,1.0,1.0,120.0,"28.4478° N, 76.9703° E",28.4478,76.9703
2760,house,independent,sector 4,3.3,14667.0,3.0,3.0,2,1.0,Old Property,2250.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,"28.4738° N, 77.0107° E",28.4738,77.0107
2761,flat,ats kocoon,sector 109,1.7,12879.0,3.0,3.0,3,22.0,Relatively New,1550.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,"28.5073° N, 77.0089° E",28.5073,77.0089
2762,flat,sbtl caladium,sector 109,1.63,6405.0,3.0,3.0,2,8.0,Relatively New,2303.17,0.0,1.0,0.0,0.0,0.0,0.0,159.0,"28.5073° N, 77.0089° E",28.5073,77.0089
2763,flat,experion windchants,sector 112,3.65,11428.0,3.0,5.0,2,3.0,Relatively New,2800.0,0.0,1.0,0.0,0.0,0.0,0.0,72.0,"28.5189° N, 77.0183° E",28.5189,77.0183
2764,house,independent,sector 7,2.25,16892.0,5.0,3.0,0,2.0,Old Property,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4644° N, 77.0143° E",28.4644,77.0143
2765,flat,vatika lifestyle homes,sector 83,1.1,6268.0,3.0,3.0,2,8.0,Relatively New,1588.24,1.0,0.0,1.0,1.0,0.0,1.0,174.0,"28.3986° N, 76.9647° E",28.3986,76.9647
2766,flat,tarc maceo,sector 91,1.8,7759.0,3.0,3.0,3+,0.0,Relatively New,2577.78,0.0,0.0,0.0,1.0,0.0,2.0,45.0,"28.4014° N, 76.9225° E",28.4014,76.9225
2767,flat,smart world orchard,sector 61,1.6,13913.0,2.0,2.0,2,3.0,Under Construction,1277.78,1.0,0.0,0.0,0.0,0.0,0.0,37.0,"28.4050° N, 77.0963° E",28.405,77.0963
2768,house,independent,sector 12,1.7,9444.0,3.0,3.0,0,1.0,Old Property,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4723° N, 77.0320° E",28.4723,77.032
2769,flat,bhagwati sadan,sector 12,1.15,5500.0,3.0,4.0,2,2.0,Old Property,2000.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,"28.4723° N, 77.0320° E",28.4723,77.032
2770,house,independent,sector 23,5.1,16569.0,3.0,2.0,0,1.0,Old Property,3078.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,"28.5121° N, 77.0478° E",28.5121,77.0478
2771,flat,ss the leaf,sector 85,1.22,13319.0,2.0,2.0,3,16.0,Relatively New,1300.0,0.0,0.0,1.0,0.0,0.0,0.0,81.0,"28.4042° N, 76.9513° E",28.4042,76.9513
2772,house,independent,sector 5,0.75,6410.0,2.0,2.0,0,1.0,Relatively New,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4794° N, 77.0176° E",28.4794,77.0176
2773,flat,raheja vedaanta,sector 108,1.0,4854.0,2.0,2.0,2,0.0,Relatively New,2060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.5134° N, 76.9830° E",28.5134,76.983
2774,flat,signature global synera,sector 81,0.48,8451.0,2.0,2.0,1,7.0,Relatively New,1225.68,0.0,0.0,0.0,0.0,0.0,1.0,70.0,"28.3867° N, 76.9485° E",28.3867,76.9485
2775,flat,supertech hilltown,sector 2,0.8,5556.0,3.0,2.0,3,8.0,Moderately Old,1440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.5095° N, 77.0320° E",28.5095,77.032
2776,house,eldeco mansionz,sector 48,5.0,21368.0,7.0,7.0,3,2.0,Moderately Old,2340.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,"28.4177° N, 77.0359° E",28.4177,77.0359
2777,house,independent,sector 7,3.0,11494.0,7.0,7.0,0,3.0,Old Property,2610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4644° N, 77.0143° E",28.4644,77.0143
2778,flat,dlf regal gardens,sector 90,1.75,7901.0,4.0,4.0,3+,3.0,Relatively New,2004.52,0.0,0.0,0.0,0.0,1.0,0.0,6.0,"28.4085° N, 76.9369° E",28.4085,76.9369
2779,flat,m3m woodshire,sector 107,0.8,5857.0,2.0,2.0,3+,7.0,Relatively New,1236.2,0.0,0.0,0.0,0.0,0.0,1.0,165.0,"28.5052° N, 76.9729° E",28.5052,76.9729
2780,house,independent,sector 43,3.35,26973.0,1.0,1.0,0,1.0,Old Property,1242.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,"28.4629° N, 77.0772° E",28.4629,77.0772
2781,house,palam vihar extension west zone rwa,sector 2,0.35,6481.0,2.0,2.0,0,1.0,New Property,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.5095° N, 77.0320° E",28.5095,77.032
2782,house,independent,sector 24,1.45,2984.0,3.0,3.0,1,2.0,Old Property,540.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,"28.4939° N, 77.1038° E",28.4939,77.1038
2783,flat,tulip yellow,sector 69,1.8,10563.0,3.0,3.0,3,14.0,Under Construction,1893.33,0.0,0.0,0.0,0.0,0.0,0.0,49.0,"28.3966° N, 77.0341° E",28.3966,77.0341
2784,flat,bestech park view grand spa,sector 81,4.0,9524.0,4.0,5.0,3+,15.0,Relatively New,3800.9,0.0,1.0,0.0,0.0,0.0,1.0,127.0,"28.3867° N, 76.9485° E",28.3867,76.9485
2785,house,independent,sector 4,2.3,17012.0,4.0,4.0,3,2.0,Old Property,160.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,"28.4738° N, 77.0107° E",28.4738,77.0107
2786,flat,dlf the grove,sector 43,6.0,25000.0,4.0,4.0,2,1.0,Under Construction,2666.67,0.0,1.0,0.0,0.0,0.0,1.0,49.0,"28.4629° N, 77.0772° E",28.4629,77.0772
2787,flat,ss the leaf,sector 85,1.91,5026.0,4.0,6.0,3,6.0,Relatively New,3890.0,0.0,1.0,0.0,0.0,0.0,0.0,174.0,"28.4042° N, 76.9513° E",28.4042,76.9513
2788,flat,ss the leaf,sector 85,1.2,7317.0,2.0,2.0,3,12.0,Relatively New,1484.16,0.0,0.0,0.0,0.0,0.0,1.0,157.0,"28.4042° N, 76.9513° E",28.4042,76.9513
2789,flat,emaar mgf emerald estate,sector 65,1.75,12545.0,3.0,3.0,3,10.0,Relatively New,2161.33,0.0,1.0,0.0,0.0,0.0,1.0,124.0,"28.4030° N, 77.0690° E",28.403,77.069
2790,flat,green court,sector 90,0.47,6812.0,2.0,2.0,1,0.0,New Property,766.67,0.0,0.0,0.0,0.0,0.0,0.0,49.0,"28.4085° N, 76.9369° E",28.4085,76.9369
2791,flat,experion windchants,sector 112,3.29,11742.0,3.0,3.0,3+,2.0,Relatively New,2225.56,0.0,1.0,0.0,0.0,0.0,1.0,152.0,"28.5189° N, 77.0183° E",28.5189,77.0183
2792,flat,maa bhagwati residency,sector 7,0.45,5000.0,2.0,2.0,1,4.0,Relatively New,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,"28.4644° N, 77.0143° E",28.4644,77.0143
2793,flat,apex our homes,sector 37,0.35,3784.0,2.0,2.0,1,7.0,Relatively New,850.0,0.0,0.0,0.0,0.0,0.0,1.0,158.0,"28.4375° N, 76.9999° E",28.4375,76.9999
2794,flat,dlf city plots phase 3,sector 24,6.5,18571.0,4.0,5.0,3+,3.0,New Property,3888.89,0.0,1.0,0.0,0.0,0.0,2.0,42.0,"28.4939° N, 77.1038° E",28.4939,77.1038
2795,flat,ss the leaf,sector 85,1.07,6524.0,2.0,2.0,3,21.0,Relatively New,1484.16,0.0,0.0,0.0,1.0,0.0,0.0,67.0,"28.4042° N, 76.9513° E",28.4042,76.9513
2796,flat,experion the heartsong,sector 108,1.3,8344.0,3.0,3.0,3+,7.0,Relatively New,3322.06,1.0,0.0,0.0,0.0,0.0,0.0,150.0,"28.5134° N, 76.9830° E",28.5134,76.983
2797,flat,vatika the seven lamps,sector 82,1.37,8754.0,3.0,3.0,3,11.0,Relatively New,2000.0,1.0,1.0,0.0,1.0,0.0,1.0,145.0,"28.3935° N, 76.9600° E",28.3935,76.96
2798,house,vatika india next,sector 82,6.5,20062.0,4.0,3.0,0,2.0,Relatively New,3240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.3935° N, 76.9600° E",28.3935,76.96
2799,flat,gls avenue 51,sector 92,0.42,7107.0,2.0,2.0,1,4.0,Relatively New,656.67,1.0,0.0,0.0,1.0,0.0,1.0,42.0,"28.4079° N, 76.9153° E",28.4079,76.9153
2800,flat,dlf regal gardens,sector 90,1.3,7151.0,3.0,3.0,3+,7.0,Relatively New,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,"28.4085° N, 76.9369° E",28.4085,76.9369
2801,flat,ansal api esencia,sector 67,1.0,6435.0,3.0,3.0,3+,2.0,Moderately Old,1406.33,0.0,0.0,0.0,0.0,0.0,0.0,9.0,"28.3859° N, 77.0608° E",28.3859,77.0608
2802,flat,signature global city 63a,sector 63a,1.55,14776.0,2.0,2.0,2,2.0,Under Construction,1166.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.3923° N, 77.0888° E",28.3923,77.0888
2803,flat,emaar imperial gardens,sector 102,1.7,8395.0,3.0,4.0,3+,8.0,Relatively New,1750.0,0.0,1.0,0.0,1.0,0.0,1.0,174.0,"28.4750° N, 76.9715° E",28.475,76.9715
2804,flat,ss the leaf,sector 85,2.03,7229.0,4.0,4.0,3+,3.0,Relatively New,2225.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0,"28.4042° N, 76.9513° E",28.4042,76.9513
2805,flat,orris carnation residency,sector 85,1.1,6687.0,3.0,4.0,3,6.0,Moderately Old,2933.13,0.0,1.0,0.0,0.0,0.0,2.0,65.0,"28.4042° N, 76.9513° E",28.4042,76.9513
2806,flat,pareena laxmi apartments,sector 99,0.32,5787.0,2.0,2.0,2,11.0,New Property,1004.34,0.0,0.0,0.0,0.0,0.0,0.0,66.0,"28.4640° N, 76.9614° E",28.464,76.9614
2807,flat,ambience creacions,sector 22,1.99,14420.0,2.0,2.0,2,9.0,New Property,1285.0,1.0,1.0,0.0,1.0,0.0,0.0,20.0,"28.5072° N, 77.0640° E",28.5072,77.064
2808,flat,afnhb jalvayu vihar,sector 30,1.45,11154.0,3.0,2.0,2,2.0,Old Property,1300.0,0.0,0.0,0.0,0.0,0.0,2.0,75.0,"28.4604° N, 77.0579° E",28.4604,77.0579
2809,flat,emaar gurgaon greens,sector 102,1.4,8485.0,3.0,3.0,3,4.0,Relatively New,1493.21,0.0,1.0,0.0,0.0,0.0,1.0,83.0,"28.4750° N, 76.9715° E",28.475,76.9715
2810,flat,ss the leaf,sector 85,2.0,6579.0,4.0,5.0,3+,1.0,Relatively New,2544.8,0.0,1.0,1.0,0.0,0.0,0.0,106.0,"28.4042° N, 76.9513° E",28.4042,76.9513
2811,flat,satya the hermitage,sector 103,1.12,5625.0,3.0,4.0,3+,9.0,New Property,3468.48,0.0,1.0,0.0,0.0,0.0,0.0,49.0,"28.4949° N, 76.9845° E",28.4949,76.9845
2812,house,independent,sector 43,5.5,19298.0,8.0,7.0,3+,3.0,Moderately Old,2850.0,1.0,1.0,0.0,1.0,1.0,1.0,123.0,"28.4629° N, 77.0772° E",28.4629,77.0772
2813,house,dlf city plots phase 2,sector 25,7.5,31686.0,9.0,9.0,3+,4.0,Relatively New,2300.5,1.0,1.0,0.0,1.0,0.0,1.0,160.0,"28.4844° N, 77.0860° E",28.4844,77.086
2814,flat,adani aangan arcade,sector 88a,0.45,7200.0,2.0,2.0,1,3.0,New Property,694.44,0.0,0.0,0.0,0.0,0.0,0.0,14.0,"28.4347° N, 76.9557° E",28.4347,76.9557
2815,house,uppal southend,sector 49,3.75,25562.0,2.0,6.0,3+,3.0,Moderately Old,1467.0,1.0,0.0,0.0,0.0,0.0,1.0,26.0,"28.4121° N, 77.0480° E",28.4121,77.048
2816,flat,vipul belmonte,sector 53,6.0,24490.0,3.0,4.0,3+,6.0,Moderately Old,2217.19,0.0,1.0,0.0,0.0,1.0,1.0,26.0,"28.4433° N, 77.0948° E",28.4433,77.0948
2817,flat,signature global solera,sector 107,0.28,5726.0,2.0,2.0,2,10.0,Relatively New,543.33,0.0,0.0,0.0,0.0,0.0,0.0,38.0,"28.5052° N, 76.9729° E",28.5052,76.9729
2818,flat,emaar gurgaon greens,sector 102,1.5,9091.0,3.0,3.0,3,7.0,Relatively New,2629.41,0.0,0.0,0.0,1.0,0.0,1.0,174.0,"28.4750° N, 76.9715° E",28.475,76.9715
2819,flat,raheja revanta,sector 78,0.99,6100.0,2.0,2.0,3,14.0,Under Construction,1466.97,0.0,0.0,0.0,0.0,1.0,0.0,39.0,"28.3733° N, 76.9729° E",28.3733,76.9729
2820,house,independent,sector 26,15.0,33201.0,5.0,6.0,3+,3.0,Moderately Old,4518.0,1.0,1.0,1.0,1.0,0.0,1.0,78.0,"28.4757° N, 77.1032° E",28.4757,77.1032
2821,flat,suposhaa smartworld orchard,sector 61,2.25,14526.0,3.0,3.0,2,3.0,Under Construction,1721.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4050° N, 77.0963° E",28.405,77.0963
2822,flat,ramsons kshitij,sector 95,0.3,3158.0,2.0,2.0,1,11.0,New Property,950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4172° N, 76.9081° E",28.4172,76.9081
2823,flat,chd avenue,sector 71,0.82,7081.0,2.0,2.0,2,6.0,Moderately Old,1085.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4104° N, 77.0281° E",28.4104,77.0281
2824,flat,satya element one,sector 49,0.87,19333.0,1.0,1.0,1,2.0,Relatively New,500.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,"28.4121° N, 77.0480° E",28.4121,77.048
2825,house,unitech uniworld resorts,sector 33,9.5,23336.0,5.0,7.0,3+,2.0,Under Construction,4071.0,1.0,1.0,1.0,1.0,0.0,0.0,57.0,"28.4420° N, 77.0207° E",28.442,77.0207
2826,flat,rof ananda,sector 95,0.2,5464.0,1.0,1.0,1,10.0,Relatively New,406.76,0.0,0.0,0.0,0.0,0.0,0.0,82.0,"28.4172° N, 76.9081° E",28.4172,76.9081
2827,flat,experion windchants,sector 112,5.2,10726.0,4.0,6.0,3+,15.0,Relatively New,3655.35,0.0,1.0,0.0,1.0,0.0,1.0,174.0,"28.5189° N, 77.0183° E",28.5189,77.0183
2828,flat,signature andour heights,sector 71,0.59,8429.0,2.0,2.0,1,6.0,Moderately Old,639.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,"28.4104° N, 77.0281° E",28.4104,77.0281
2829,flat,bestech park view residency,sector 2,0.56,8629.0,1.0,2.0,2,7.0,Moderately Old,723.33,0.0,0.0,0.0,0.0,0.0,0.0,92.0,"28.5095° N, 77.0320° E",28.5095,77.032
2830,flat,the lions cghs,sector 56,2.0,8333.0,4.0,4.0,3,8.0,Relatively New,4505.28,0.0,0.0,0.0,0.0,1.0,1.0,49.0,"28.4245° N, 77.0991° E",28.4245,77.0991
2831,flat,kashish manor one,sector 111,1.65,7097.0,3.0,4.0,3+,14.0,Under Construction,2104.07,0.0,1.0,0.0,0.0,1.0,0.0,8.0,"28.5238° N, 77.0320° E",28.5238,77.032
2832,flat,"ganpati apartment  2, laxman vihar phase 1",sector 4,0.45,4707.0,2.0,2.0,1,0.0,Relatively New,944.44,0.0,0.0,0.0,0.0,0.0,0.0,46.0,"28.4738° N, 77.0107° E",28.4738,77.0107
2833,house,vipul world,sector 48,3.35,5583.0,6.0,5.0,3+,3.0,Moderately Old,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,"28.4177° N, 77.0359° E",28.4177,77.0359
2834,house,independent,sector 3,0.37,7923.0,1.0,1.0,1,1.0,Relatively New,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4909° N, 77.0176° E",28.4909,77.0176
2835,flat,sobha city,sector 108,2.6,15196.0,3.0,3.0,2,8.0,Relatively New,1711.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,"28.5134° N, 76.9830° E",28.5134,76.983
2836,flat,maruti vihar colony,sector 28,0.95,8887.0,2.0,1.0,1,1.0,Old Property,1187.78,0.0,0.0,0.0,0.0,0.0,0.0,59.0,"28.4728° N, 77.0865° E",28.4728,77.0865
2837,flat,unitech sunbreeze,sector 69,0.75,6849.0,2.0,2.0,2,4.0,Under Construction,990.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.3966° N, 77.0341° E",28.3966,77.0341
2838,flat,godrej summit,sector 104,1.1,8668.0,2.0,2.0,3,16.0,Under Construction,1148.42,0.0,0.0,0.0,0.0,1.0,0.0,88.0,"28.4788° N, 76.9960° E",28.4788,76.996
2839,house,vatika the seven lamps,sector 82,1.6,6598.0,4.0,4.0,3+,16.0,Moderately Old,2425.0,0.0,1.0,0.0,0.0,0.0,0.0,94.0,"28.3935° N, 76.9600° E",28.3935,76.96
